order_id,customer_id,product,category,price,quantity,order_date,discount
48,931,Lamp,Home,182.11,8,2024-01-04,13.57
49,805,Shoes,Fashion,426.72,4,2024-03-19,54.76
50,182,Laptop,Electronics,885.73,5,2024-03-16,36.45
51,763,Chair,Home,410.53,3,2024-03-30,60.06
52,657,Jacket,Fashion,940.84,9,2024-03-20,21.48
53,164,Chair,Home,559.95,6,2024-03-03,11.23
54,142,Table,Home,325.98,2,2024-02-24,22.29
55,287,Shoes,Fashion,84.76,1,2024-02-04,1.14
56,466,Lipstick,Beauty,714.59,8,2024-01-23,27.29
57,393,T-Shirt,Fashion,405.11,2,2024-02-16,67.66
58,447,Lipstick,Beauty,716.05,7,2024-02-08,131.48
59,592,Lamp,Home,833.04,9,2024-02-17,113.63
60,613,Phone,Electronics,935.95,7,2024-03-28,54.62
61,366,Lipstick,Beauty,155.03,6,2024-01-18,3.1
62,269,Rug,Home,276.67,3,2024-02-20,45.3
63,498,Ball,Sports,565.26,6,2024-01-16,4.87
64,764,Lipstick,Beauty,535.38,5,2024-01-21,45.23
65,529,Chair,Home,101.46,7,2024-03-14,12.24
66,255,Tablet,Electronics,949.97,6,2024-02-14,187.75
67,283,Lamp,Home,385.66,3,2024-01-15,46.19
68,447,Jacket,Fashion,334.26,8,2024-03-24,0.94
69,307,Phone,Electronics,370.41,9,2024-02-25,9.4
70,876,Lamp,Home,874.05,9,2024-02-22,161.46
71,901,Mat,Sports,940.74,6,2024-03-11,94.42
72,942,Soap,Beauty,188.47,4,2024-03-19,7.84
73,454,Weights,Sports,778.48,2,2024-02-16,76.34
74,319,Soap,Beauty,525.8,3,2024-02-09,15.79
75,465,Chair,Home,114.43,4,2024-01-05,1.91
76,187,T-Shirt,Fashion,827.04,3,2024-02-21,106.89
77,750,Jeans,Fashion,995.45,2,2024-01-06,40.27
78,959,Shoes,Fashion,481.32,1,2024-03-24,85.54
79,360,Jeans,Fashion,528.73,6,2024-02-25,57.73
80,144,T-Shirt,Fashion,618.13,6,2024-03-10,9.73
81,338,Jeans,Fashion,530.36,8,2024-03-27,0.97
82,850,Mat,Sports,248.25,3,2024-03-26,4.57
83,951,Weights,Sports,428.03,1,2024-03-04,84.44
84,176,Soap,Beauty,974.18,3,2024-03-04,132.58
85,705,Perfume,Beauty,662.45,7,2024-02-20,10.97
86,408,Cream,Beauty,63.89,9,2024-01-06,12.22
87,948,Table,Home,134.19,8,2024-02-01,23.57
88,731,Weights,Sports,623.49,8,2024-02-18,17.16
89,435,Weights,Sports,930.57,6,2024-01-26,106.08
90,602,Headphones,Electronics,691.49,6,2024-03-07,47.26
91,637,Ball,Sports,539.27,1,2024-01-11,77.81
92,143,Lipstick,Beauty,233.32,9,2024-02-01,43.27
93,912,Headphones,Electronics,591.17,6,2024-03-19,104.88
94,126,Perfume,Beauty,233.32,7,2024-03-08,11.69
95,711,Shoes,Fashion,537.76,2,2024-03-09,1.54
96,676,Lamp,Home,368.56,6,2024-01-08,25.0
97,147,Rug,Home,44.12,2,2024-03-05,2.81
98,919,Chair,Home,277.25,4,2024-03-03,31.47
99,111,Racket,Sports,735.18,7,2024-01-07,21.76
100,378,Perfume,Beauty,219.36,3,2024-02-12,4.8
101,729,Laptop,Electronics,566.86,9,2024-03-03,8.23
102,471,Racket,Sports,962.05,4,2024-02-19,67.33
103,605,Weights,Sports,122.87,7,2024-01-27,18.77
104,762,Headphones,Electronics,194.7,1,2024-01-28,26.25
105,585,Cream,Beauty,225.86,1,2024-01-12,31.02
106,785,Jacket,Fashion,101.43,7,2024-02-23,13.81
107,502,Jeans,Fashion,622.0,3,2024-02-17,22.37
108,947,Chair,Home,279.0,8,2024-03-30,9.82
109,225,Shoes,Fashion,399.39,8,2024-02-14,30.04
110,874,Shoes,Fashion,611.22,9,2024-02-07,20.57
111,862,Soap,Beauty,851.0,9,2024-02-19,104.41
112,498,Chair,Home,781.39,9,2024-01-19,7.12
113,950,Lamp,Home,465.99,2,2024-01-09,41.03
114,941,Headphones,Electronics,825.65,2,2024-02-12,75.52
115,146,Lipstick,Beauty,564.26,6,2024-02-13,51.74
116,793,Shoes,Fashion,342.18,3,2024-03-24,62.63
117,590,Jacket,Fashion,123.17,6,2024-02-02,5.02
118,773,Jacket,Fashion,144.51,1,2024-03-14,5.95
119,398,Chair,Home,458.92,8,2024-03-19,91.28
120,130,Shoes,Fashion,427.43,7,2024-01-25,54.6
121,583,Table,Home,880.95,2,2024-02-04,1.79
122,183,T-Shirt,Fashion,497.73,8,2024-01-20,81.28
123,886,Jacket,Fashion,80.73,4,2024-03-03,11.81
124,928,Tablet,Electronics,561.53,8,2024-02-27,77.76
125,343,Perfume,Beauty,364.66,9,2024-03-17,70.45
126,946,Ball,Sports,166.54,2,2024-03-12,3.02
127,205,Phone,Electronics,855.32,5,2024-01-27,123.84
128,966,Lamp,Home,449.55,7,2024-03-21,70.17
129,227,Cream,Beauty,551.55,4,2024-01-16,70.91
130,116,Table,Home,253.16,3,2024-02-24,29.25
131,438,Phone,Electronics,441.18,3,2024-02-13,28.89
132,816,T-Shirt,Fashion,690.54,3,2024-03-07,55.34
133,686,Lipstick,Beauty,833.77,3,2024-03-17,15.16
134,739,Weights,Sports,169.03,8,2024-02-26,25.75
135,620,Lipstick,Beauty,597.43,3,2024-02-22,41.35
136,383,Rug,Home,661.15,6,2024-03-24,121.15
137,856,Headphones,Electronics,54.84,6,2024-02-03,9.94
138,227,Lipstick,Beauty,555.85,7,2024-01-04,62.18
139,344,Table,Home,816.16,4,2024-02-15,7.05
140,183,Jacket,Fashion,238.95,3,2024-02-28,42.73
141,303,Soap,Beauty,464.76,9,2024-03-30,50.8
142,107,Rug,Home,995.6,5,2024-03-09,150.67
143,206,Perfume,Beauty,815.75,6,2024-03-09,38.31
144,845,Chair,Home,115.89,5,2024-01-18,5.58
145,501,Soap,Beauty,955.01,6,2024-03-14,62.18
146,269,Shoes,Fashion,926.33,7,2024-02-05,171.0
147,183,Lipstick,Beauty,716.61,4,2024-01-10,41.99
148,705,Lamp,Home,477.15,1,2024-01-02,0.21
149,701,Table,Home,737.87,8,2024-01-15,24.73
150,968,Racket,Sports,832.21,9,2024-01-29,139.47
151,145,Table,Home,26.5,6,2024-03-05,3.74
152,379,Headphones,Electronics,602.24,3,2024-02-15,3.54
153,737,Ball,Sports,622.69,3,2024-01-14,72.35
154,547,Phone,Electronics,881.52,3,2024-02-07,106.11
155,122,Laptop,Electronics,407.88,7,2024-01-10,38.67
156,795,T-Shirt,Fashion,152.06,2,2024-01-25,5.66
157,931,Headphones,Electronics,176.92,6,2024-02-02,13.94
158,703,Jacket,Fashion,959.76,5,2024-02-27,149.97
159,235,Weights,Sports,264.88,6,2024-01-18,21.41
160,888,T-Shirt,Fashion,513.97,8,2024-02-17,89.57
161,287,Jeans,Fashion,93.11,5,2024-02-13,0.52
162,296,Phone,Electronics,804.99,6,2024-02-19,30.48
163,752,Cream,Beauty,717.83,7,2024-03-05,40.39
164,912,Ball,Sports,98.33,4,2024-01-11,11.81
165,130,Ball,Sports,876.59,7,2024-01-17,55.91
166,966,Perfume,Beauty,359.8,3,2024-01-20,42.56
167,542,Tablet,Electronics,751.53,7,2024-01-11,97.99
168,801,Jeans,Fashion,306.48,5,2024-02-15,25.59
169,664,Laptop,Electronics,727.08,1,2024-03-07,24.27
170,724,Soap,Beauty,661.98,7,2024-03-02,4.21
171,402,Ball,Sports,378.45,1,2024-01-13,25.17
172,406,Table,Home,446.86,6,2024-03-11,63.9
173,707,Ball,Sports,378.38,5,2024-01-06,32.56
174,248,Laptop,Electronics,683.58,8,2024-03-29,29.09
175,295,Jeans,Fashion,101.38,7,2024-01-07,14.26
176,900,Laptop,Electronics,61.35,1,2024-01-14,10.35
177,566,Laptop,Electronics,953.25,2,2024-02-01,22.84
178,852,Chair,Home,836.76,9,2024-02-11,105.76
179,885,Ball,Sports,144.35,1,2024-02-21,0.87
180,487,Table,Home,808.94,6,2024-03-25,24.76
181,722,Lamp,Home,599.85,3,2024-02-29,52.26
182,382,Phone,Electronics,294.58,4,2024-02-10,27.69
183,578,Laptop,Electronics,122.74,8,2024-02-08,0.78
184,979,Jeans,Fashion,940.62,3,2024-03-29,110.11
185,351,Chair,Home,625.35,6,2024-03-18,58.03
186,932,Phone,Electronics,352.07,2,2024-01-03,66.52
187,212,Cream,Beauty,920.72,2,2024-03-14,73.33
188,467,Jacket,Fashion,141.39,3,2024-01-26,23.76
189,732,Chair,Home,507.46,4,2024-02-17,61.29
190,141,Shoes,Fashion,101.56,9,2024-02-29,6.56
191,891,Jeans,Fashion,54.72,7,2024-01-19,6.9
192,462,Weights,Sports,567.39,9,2024-01-09,51.75
193,703,Mat,Sports,967.51,3,2024-01-02,19.38
194,279,Chair,Home,620.29,3,2024-01-29,70.08
195,137,Jeans,Fashion,868.83,5,2024-01-23,126.44
196,865,Chair,Home,31.9,6,2024-02-10,5.77
197,597,Rug,Home,477.29,4,2024-01-01,52.67
198,611,Mat,Sports,826.83,3,2024-01-16,32.71
199,559,Table,Home,864.81,6,2024-02-25,12.58
200,760,Lamp,Home,815.87,1,2024-03-13,69.03
201,972,Laptop,Electronics,398.74,5,2024-01-11,7.33
202,679,Racket,Sports,695.69,1,2024-03-07,135.67
203,408,Shoes,Fashion,125.32,1,2024-02-18,14.7
204,111,Racket,Sports,554.52,9,2024-02-04,57.61
205,479,T-Shirt,Fashion,124.15,4,2024-03-14,16.18
206,137,Lipstick,Beauty,258.32,6,2024-01-02,33.72
207,450,Headphones,Electronics,435.31,8,2024-01-19,66.59
208,411,Table,Home,298.43,9,2024-03-06,38.54
209,871,Soap,Beauty,997.51,5,2024-03-09,78.01
210,364,T-Shirt,Fashion,914.18,2,2024-01-15,22.43
211,271,T-Shirt,Fashion,226.97,8,2024-01-28,34.77
212,389,Mat,Sports,901.77,7,2024-03-23,155.54
213,413,Mat,Sports,592.46,9,2024-03-27,40.34
214,891,Laptop,Electronics,421.75,4,2024-03-16,31.59
215,620,Mat,Sports,875.35,9,2024-02-22,20.51
216,705,Mat,Sports,345.17,1,2024-03-19,54.01
217,995,Cream,Beauty,542.17,7,2024-01-18,2.64
218,248,Soap,Beauty,49.26,5,2024-03-12,8.27
219,178,Tablet,Electronics,340.74,9,2024-01-09,68.09
220,271,Cream,Beauty,76.03,7,2024-02-15,8.2
221,812,Tablet,Electronics,16.75,4,2024-03-21,1.67
222,664,Perfume,Beauty,561.42,1,2024-02-05,111.83
223,374,Headphones,Electronics,111.88,1,2024-03-13,20.38
224,871,Shoes,Fashion,909.2,1,2024-02-05,93.43
225,357,Headphones,Electronics,225.66,7,2024-01-29,7.16
226,439,T-Shirt,Fashion,516.68,9,2024-01-07,95.52
227,159,Lipstick,Beauty,271.6,1,2024-01-19,42.61
228,413,Soap,Beauty,145.95,2,2024-01-26,10.69
229,333,Chair,Home,954.96,8,2024-03-04,82.87
230,920,Lipstick,Beauty,928.43,9,2024-03-19,79.49
231,352,Lipstick,Beauty,676.1,9,2024-02-17,40.97
232,804,Headphones,Electronics,556.79,5,2024-01-14,11.66
233,670,Soap,Beauty,222.95,5,2024-02-04,3.22
234,545,Ball,Sports,590.19,9,2024-02-29,86.96
235,724,Ball,Sports,467.12,2,2024-02-17,38.2
236,804,Cream,Beauty,594.28,2,2024-01-02,40.25
237,647,Phone,Electronics,102.88,3,2024-03-07,0.3
238,926,Perfume,Beauty,244.55,4,2024-01-04,40.14
239,663,Phone,Electronics,345.0,8,2024-03-01,54.53
240,220,Soap,Beauty,367.48,5,2024-02-21,25.41
241,800,Headphones,Electronics,486.8,7,2024-02-17,71.81
242,219,Jeans,Fashion,983.44,3,2024-03-05,159.89
243,990,Cream,Beauty,577.35,5,2024-01-02,107.76
244,184,Jeans,Fashion,466.71,3,2024-03-14,88.72
245,296,Ball,Sports,491.76,1,2024-01-23,19.47
246,195,Table,Home,24.12,4,2024-01-28,2.48
247,351,Laptop,Electronics,498.01,2,2024-01-25,62.91
248,857,Weights,Sports,676.78,9,2024-01-07,123.37
249,787,Soap,Beauty,479.13,6,2024-02-22,49.22
250,687,Jacket,Fashion,166.28,7,2024-02-12,16.14
251,353,Weights,Sports,46.18,8,2024-02-24,0.5
252,230,Ball,Sports,110.52,4,2024-02-22,7.94
253,924,Mat,Sports,668.29,2,2024-01-24,115.57
254,772,Ball,Sports,419.38,5,2024-03-13,55.04
255,411,Mat,Sports,858.65,8,2024-02-25,137.75
256,217,Racket,Sports,934.01,6,2024-01-17,170.71
257,905,Rug,Home,892.23,2,2024-02-25,99.92
258,744,Table,Home,653.32,8,2024-03-12,88.38
259,410,Laptop,Electronics,847.38,6,2024-02-23,20.26
260,665,Weights,Sports,192.89,4,2024-03-14,19.89
261,802,Weights,Sports,155.03,5,2024-03-29,22.01
262,392,Lipstick,Beauty,92.7,6,2024-01-01,17.41
263,387,Headphones,Electronics,763.46,7,2024-03-10,114.4
264,346,Cream,Beauty,212.44,9,2024-02-10,15.08
265,819,Jacket,Fashion,759.22,9,2024-02-22,14.39
266,391,Jeans,Fashion,659.07,2,2024-03-04,82.36
267,717,Shoes,Fashion,516.38,1,2024-03-01,23.13
268,236,Soap,Beauty,365.95,8,2024-03-04,52.5
269,520,Perfume,Beauty,559.56,7,2024-02-21,51.0
270,582,T-Shirt,Fashion,921.88,6,2024-01-24,170.39
271,579,Soap,Beauty,469.26,6,2024-03-18,23.25
272,402,Rug,Home,212.54,4,2024-01-05,32.37
273,383,Weights,Sports,223.16,3,2024-02-02,2.41
274,325,Weights,Sports,383.38,5,2024-03-07,75.24
275,445,Mat,Sports,15.2,1,2024-02-22,2.98
276,178,Headphones,Electronics,714.34,7,2024-02-07,98.15
277,643,Ball,Sports,249.52,2,2024-03-04,31.58
278,224,Cream,Beauty,475.96,7,2024-02-11,32.96
279,378,Weights,Sports,13.22,9,2024-02-28,2.52
280,724,Soap,Beauty,272.33,3,2024-02-12,18.94
281,771,Cream,Beauty,874.21,1,2024-01-12,70.74
282,472,Soap,Beauty,681.88,6,2024-01-21,25.76
283,143,Rug,Home,402.88,2,2024-01-08,65.62
284,360,Ball,Sports,406.88,8,2024-02-28,29.04
285,172,Jacket,Fashion,837.56,7,2024-03-13,142.4
286,479,Tablet,Electronics,823.27,7,2024-03-10,128.52
287,940,Perfume,Beauty,584.18,5,2024-02-06,59.29
288,140,Chair,Home,385.0,9,2024-02-12,48.57
289,859,Rug,Home,711.76,2,2024-03-19,17.29
290,131,Chair,Home,109.39,8,2024-02-08,7.37
291,714,Jeans,Fashion,571.36,1,2024-03-02,82.81
292,982,Tablet,Electronics,363.65,7,2024-03-18,26.76
293,282,Table,Home,857.04,6,2024-01-29,42.1
294,954,Jacket,Fashion,149.11,4,2024-03-01,20.39
295,801,Chair,Home,966.62,4,2024-02-22,67.52
296,609,Soap,Beauty,92.22,3,2024-03-16,8.27
297,543,Jacket,Fashion,66.28,7,2024-01-20,3.39
298,652,Shoes,Fashion,233.72,3,2024-02-03,22.42
299,933,Racket,Sports,544.93,6,2024-03-20,37.01
300,622,Lipstick,Beauty,48.23,8,2024-02-08,7.42
301,409,Phone,Electronics,10.78,7,2024-03-01,1.86
302,945,Tablet,Electronics,103.21,8,2024-01-06,19.37
303,629,Jeans,Fashion,860.95,3,2024-03-19,94.52
304,794,T-Shirt,Fashion,883.16,5,2024-01-28,13.09
305,996,Ball,Sports,616.87,7,2024-03-09,101.74
306,726,T-Shirt,Fashion,218.22,9,2024-01-05,26.03
307,421,Phone,Electronics,56.28,8,2024-03-29,9.54
308,384,Phone,Electronics,932.96,6,2024-03-19,173.3
309,423,T-Shirt,Fashion,770.07,6,2024-01-06,108.7
310,555,Shoes,Fashion,135.53,3,2024-01-09,17.03
311,892,T-Shirt,Fashion,916.65,3,2024-03-29,140.74
312,949,Weights,Sports,32.22,5,2024-02-05,3.41
313,978,Shoes,Fashion,127.92,7,2024-01-08,13.93
314,530,Laptop,Electronics,222.82,2,2024-03-21,31.51
315,428,Tablet,Electronics,531.95,4,2024-01-22,3.15
316,533,Laptop,Electronics,404.46,5,2024-02-17,18.99
317,765,Mat,Sports,381.94,6,2024-02-28,21.43
318,381,Weights,Sports,858.24,2,2024-02-01,12.36
319,428,Table,Home,762.3,6,2024-01-11,97.86
320,308,Rug,Home,99.01,8,2024-03-08,6.54
321,253,Rug,Home,661.87,6,2024-01-05,39.34
322,881,Table,Home,783.26,8,2024-01-29,152.28
323,757,T-Shirt,Fashion,246.1,7,2024-03-09,4.37
324,887,Racket,Sports,242.83,8,2024-02-10,45.38
325,854,Rug,Home,696.79,4,2024-01-02,62.89
326,107,Jeans,Fashion,475.02,7,2024-01-28,63.77
327,487,Tablet,Electronics,712.35,8,2024-02-23,96.09
328,562,Soap,Beauty,375.85,7,2024-01-15,74.1
329,693,T-Shirt,Fashion,314.06,6,2024-02-23,55.93
330,608,Phone,Electronics,826.43,2,2024-02-14,89.95
331,468,Chair,Home,264.09,7,2024-03-03,28.34
332,659,Jacket,Fashion,921.27,2,2024-03-13,67.31
333,820,Lamp,Home,578.57,6,2024-01-04,26.43
334,547,Laptop,Electronics,406.62,2,2024-03-24,22.05
335,962,Headphones,Electronics,752.94,3,2024-03-10,33.84
336,916,Laptop,Electronics,887.5,5,2024-03-29,83.71
337,578,Jacket,Fashion,43.56,3,2024-03-04,6.31
338,712,T-Shirt,Fashion,894.65,9,2024-03-25,38.24
339,475,Lipstick,Beauty,666.3,6,2024-01-06,19.67
340,349,Lamp,Home,545.62,4,2024-01-20,107.4
341,223,Phone,Electronics,535.77,7,2024-03-27,77.47
342,457,Headphones,Electronics,427.95,4,2024-03-21,74.07
343,597,Lipstick,Beauty,670.2,3,2024-02-20,47.94
344,389,Shoes,Fashion,951.13,3,2024-02-22,106.71
345,863,Phone,Electronics,714.83,3,2024-01-17,51.83
346,672,Perfume,Beauty,421.43,5,2024-03-17,45.09
347,179,Racket,Sports,646.35,8,2024-03-20,82.93
348,326,Laptop,Electronics,535.67,4,2024-02-08,20.38
349,398,Laptop,Electronics,646.1,4,2024-01-13,50.52
350,602,Lamp,Home,205.77,8,2024-01-25,12.72
351,146,Tablet,Electronics,247.69,9,2024-03-21,45.97
352,952,Ball,Sports,956.21,7,2024-02-04,66.92
353,183,Mat,Sports,44.7,2,2024-01-05,2.59
354,178,Table,Home,270.98,4,2024-03-01,50.35
355,685,Cream,Beauty,319.11,9,2024-02-08,32.73
356,975,Weights,Sports,313.06,6,2024-03-10,47.55
357,465,Chair,Home,962.87,9,2024-01-04,125.1
358,968,T-Shirt,Fashion,667.35,2,2024-02-25,18.58
359,209,Headphones,Electronics,363.29,7,2024-03-11,7.54
360,380,Headphones,Electronics,18.62,9,2024-03-15,2.25
361,177,Laptop,Electronics,394.09,7,2024-01-22,54.69
362,800,Jacket,Fashion,58.2,3,2024-03-13,3.72
363,272,Jacket,Fashion,286.99,2,2024-02-08,37.1
364,751,Shoes,Fashion,653.19,9,2024-01-21,67.86
365,171,Headphones,Electronics,492.21,3,2024-02-08,40.8
366,870,Perfume,Beauty,378.46,1,2024-03-01,37.15
367,269,Cream,Beauty,775.43,3,2024-01-08,70.86
368,842,Tablet,Electronics,761.15,9,2024-01-28,147.35
369,275,Lipstick,Beauty,226.67,4,2024-01-10,32.29
370,731,Rug,Home,535.18,4,2024-03-14,66.96
371,439,Soap,Beauty,371.37,8,2024-01-09,11.63
372,538,Phone,Electronics,717.57,6,2024-01-02,41.98
373,900,Perfume,Beauty,635.71,5,2024-01-02,2.41
374,357,Cream,Beauty,199.72,9,2024-02-09,18.33
375,180,Jacket,Fashion,686.72,1,2024-02-25,24.86
376,599,Mat,Sports,622.52,8,2024-03-09,72.64
377,686,Lipstick,Beauty,921.42,7,2024-03-18,24.77
378,440,Rug,Home,784.73,3,2024-03-30,57.23
379,495,Racket,Sports,67.96,2,2024-02-22,7.22
380,931,Weights,Sports,654.43,4,2024-01-08,1.46
381,397,Tablet,Electronics,770.94,2,2024-03-20,146.72
382,206,Phone,Electronics,627.28,8,2024-02-03,104.49
383,733,Laptop,Electronics,697.6,5,2024-01-21,75.7
384,165,Lamp,Home,542.58,5,2024-01-04,29.42
385,936,Soap,Beauty,96.48,6,2024-01-06,15.9
386,445,Weights,Sports,427.51,7,2024-03-27,74.03
387,339,Phone,Electronics,169.06,5,2024-03-28,4.89
388,735,Weights,Sports,429.4,1,2024-02-20,33.49
389,320,Tablet,Electronics,337.51,1,2024-03-18,12.75
390,694,Soap,Beauty,617.34,2,2024-01-06,52.57
391,120,Headphones,Electronics,143.85,4,2024-03-12,20.93
392,888,Ball,Sports,304.02,3,2024-01-24,9.53
393,945,Ball,Sports,636.41,7,2024-03-07,116.6
394,640,Lipstick,Beauty,325.22,8,2024-03-20,16.46
395,870,Ball,Sports,868.36,2,2024-03-19,72.15
396,288,Ball,Sports,672.72,9,2024-02-27,107.52
397,972,Cream,Beauty,835.65,9,2024-03-22,72.29
398,416,T-Shirt,Fashion,509.65,2,2024-03-24,82.68
399,731,Perfume,Beauty,947.87,6,2024-02-06,94.34
400,786,Cream,Beauty,598.1,9,2024-02-15,75.16
401,362,Jacket,Fashion,69.19,4,2024-02-06,9.16
402,632,Soap,Beauty,746.11,1,2024-01-19,15.3
403,951,Soap,Beauty,914.67,1,2024-01-17,105.15
404,936,Weights,Sports,721.2,5,2024-01-07,116.15
405,890,Tablet,Electronics,20.98,8,2024-01-30,4.2
406,938,Lipstick,Beauty,414.78,9,2024-01-27,16.86
407,741,Jeans,Fashion,153.05,7,2024-02-19,0.77
408,653,Weights,Sports,571.47,9,2024-03-06,89.96
409,758,Weights,Sports,277.16,7,2024-01-12,16.72
410,781,Laptop,Electronics,415.17,8,2024-02-07,21.5
411,487,Racket,Sports,66.02,6,2024-01-03,4.97
412,201,Laptop,Electronics,163.8,6,2024-02-29,16.02
413,705,Perfume,Beauty,780.2,8,2024-01-26,115.77
414,884,Headphones,Electronics,956.92,7,2024-01-07,178.6
415,906,Jeans,Fashion,138.05,2,2024-01-11,26.28
416,983,Phone,Electronics,31.28,7,2024-02-28,5.02
417,119,Perfume,Beauty,343.22,8,2024-03-13,10.12
418,336,Laptop,Electronics,910.62,7,2024-02-13,103.83
419,534,Jeans,Fashion,172.77,8,2024-02-24,22.09
420,989,Cream,Beauty,357.32,3,2024-01-15,15.77
421,908,Laptop,Electronics,915.5,2,2024-02-14,51.69
422,373,Mat,Sports,243.17,9,2024-03-01,38.4
423,435,Tablet,Electronics,529.14,5,2024-01-31,93.85
424,402,Lamp,Home,495.29,2,2024-03-26,14.82
425,760,Chair,Home,594.41,5,2024-01-03,68.26
426,895,Ball,Sports,591.26,1,2024-01-28,50.58
427,551,Cream,Beauty,303.66,5,2024-03-30,21.71
428,613,Shoes,Fashion,282.07,9,2024-03-29,22.54
429,272,T-Shirt,Fashion,653.49,4,2024-02-24,15.13
430,542,T-Shirt,Fashion,267.01,9,2024-03-27,10.14
431,786,T-Shirt,Fashion,327.59,6,2024-03-21,14.89
432,780,Racket,Sports,286.14,4,2024-01-26,13.38
433,794,Lamp,Home,593.73,4,2024-02-01,71.19
434,813,Mat,Sports,80.73,7,2024-02-19,1.52
435,984,Jacket,Fashion,151.01,1,2024-02-10,6.41
436,162,Racket,Sports,690.72,5,2024-01-13,75.17
437,722,T-Shirt,Fashion,452.39,6,2024-03-27,86.44
438,260,Chair,Home,107.63,7,2024-03-18,6.21
439,632,Rug,Home,172.82,5,2024-02-17,18.36
440,136,Chair,Home,317.81,4,2024-02-27,12.64
441,455,Phone,Electronics,934.6,4,2024-02-05,148.65
442,809,Tablet,Electronics,532.21,1,2024-03-09,22.25
443,433,Tablet,Electronics,672.66,5,2024-02-10,35.6
444,898,Headphones,Electronics,93.23,7,2024-03-03,5.4
445,300,Table,Home,96.27,8,2024-02-02,19.12
446,349,Mat,Sports,174.25,5,2024-01-23,27.33
447,856,Ball,Sports,371.83,3,2024-03-12,40.59
448,270,Phone,Electronics,707.79,2,2024-01-15,127.01
449,515,Lamp,Home,976.13,7,2024-03-09,25.83
450,377,Shoes,Fashion,142.48,1,2024-01-24,20.45
451,694,Shoes,Fashion,158.1,2,2024-02-17,14.35
452,581,Chair,Home,520.03,1,2024-02-03,48.98
453,309,Shoes,Fashion,850.27,4,2024-03-18,41.55
454,762,Jeans,Fashion,638.57,3,2024-01-06,52.15
455,138,Cream,Beauty,595.61,8,2024-03-01,15.11
456,720,Tablet,Electronics,98.04,3,2024-01-08,15.67
457,396,Chair,Home,919.82,4,2024-03-28,103.18
458,254,Weights,Sports,321.22,9,2024-03-08,34.31
459,420,Jeans,Fashion,60.69,9,2024-03-26,0.27
460,233,Lipstick,Beauty,554.87,9,2024-03-21,11.53
461,616,Racket,Sports,67.19,8,2024-02-15,9.59
462,670,Shoes,Fashion,585.41,9,2024-02-16,49.06
463,938,Soap,Beauty,454.79,3,2024-03-21,71.57
